GEOID,TRACTCE,ALAND,CDGRADE,WHITE,BLACK,OTHERRACE,DISSIM,MEDINC,POVERTY,POVERTYB,MEDICAID,TANF,SNAP,RENT,UNINS,ASTHMA,OBESITY,DENTAL,CDPROP
29510112100,112100,6936664,179756.3042420803,0.678665496049166,0.232001755926251,0.089332748024583,0.014455778221965,55313,0.136742756804214,0.054872695346795,0.082089552238806,0.012868410128684,0.067247820672478,0.603985056039851,0.097,0.086,0.257,0.691,0.025913941376154347
29510116500,116500,904024,871518.8361115456,0.437645564260004,0.409062036840991,0.153292398899005,0.001568415173839,39299,0.228668219352107,0.126402710141859,0.157738725386407,0.019003595274782,0.190549563430919,0.634309193631228,0.169,0.103,0.341,0.527,0.9640439148867127
29510110300,110300,938287,810198.3181467466,0.024777006937562,0.975222993062438,0,-0.012654405293462,19728,0.318136769078295,0.296828543111992,0.360753221010902,0.072805139186295,0.423982869379015,0.60813704496788,0.231,0.125,0.445,0.404,0.8634866710790479
29510103700,103700,910953,129862.88757544756,0.887247278382582,0.059875583203733,0.052877138413686,0.014805028657494,50781,0.086314152410575,0,0.081259720062208,0.026190476190476,0.06031746031746,0.36031746031746,0.113,0.086,0.273,0.675,0.14255717646843202
29510103800,103800,1640334,486604.8391733505,0.870471722700026,0.07375553818087,0.055772739119103,0.021288532728174,67260,0.038311180609851,0.001824341933802,0.084962210059943,0.006354708261121,0.046793760831889,0.258232235701906,0.105,0.088,0.27,0.673,0.2966498525137871
29510104500,104500,1939712,650626.5279101729,0.762611275964392,0.078338278931751,0.159050445103858,0.008037604056861,53750,0.146587537091988,5.93471810089e-4,0.061721068249258,0.034042553191489,0.108510638297872,0.584042553191489,0.115,0.086,0.266,0.661,0.3354242938694883
29510106100,106100,962321,962295.803494066,0.015846994535519,0.981420765027322,0.002732240437158,-0.011663736556876,18005,0.421311475409836,0.413661202185792,0.37103825136612,0.031685678073511,0.422053231939163,0.61850443599493,0.29,0.136,0.477,0.313,0.9999738169426481
29510105500,105500,1195555,254281.7966413051,0.035637918745545,0.950463292943692,0.013898788310763001,-0.016925490025657,36316,0.261938702779758,0.256949394155381,0.162508909479686,0.013888888888889,0.263888888888889,0.512037037037037,0.206,0.123,0.428,0.478,0.2126893339422319
29510105200,105200,831271,0,0.397019867549669,0.492715231788079,0.110264900662252,-0.001516745905478,50056,0.132781456953642,0.062251655629139,0.154966887417219,0.026422764227642,0.178861788617886,0.637533875338753,0.13,0.097,0.311,0.591,0
29510105300,105300,958213,161.13595621287823,0.094936708860759,0.857199367088608,0.047863924050633,-0.012651670472697,23246,0.280458860759494,0.260680379746835,0.229430379746835,0.037963761863676,0.395168248490078,0.642795513373598,0.201,0.121,0.428,0.418,1.681629827740578e-4
29510105400,105400,721535,20029.07668547146,0.123676408301567,0.779330792037272,0.096992799661161,-0.010130884221641,28235,0.298178737822956,0.203303684879288,0.352393053790767,0.023972602739726,0.414383561643836,0.861872146118721,0.25,0.121,0.412,0.417,0.027758981456854428
29510104200,104200,1129711,210405.7320752144,0.861017982322463,0.036574215178299,0.102407802499238,0.018794565364616,56797,0.125266686985675,0.017372752209692,0.046936909478817,0.002847380410023,0.055808656036446,0.533599088838269,0.096,0.083,0.248,0.684,0.18624739608201954
29510103600,103600,1372431,763303.7401982917,0.870918754745634,0.028094153378891,0.100987091875475,0.007708365367447,42353,0.205770690964313,0,0.150341685649203,0.032679738562092,0.217320261437909,0.261437908496732,0.141,0.097,0.31,0.622,0.5561691190291473
29510105198,105198,1176519,0,0.72014714204867,0.171477079796265,0.108375778155065,0.013642534429296,55793,0.241369552914544,0.029145444255801,0.050084889643463,0.016615384615385,0.058461538461538,0.513846153846154,0.095,0.086,0.241,0.697,0
29510106500,106500,1064143,776012.0808362365,0.045353982300885,0.93952802359882,0.015117994100295,-0.015979875338117,28050,0.207964601769911,0.201327433628319,0.300147492625369,0.065153010858835,0.408687068114511,0.584402764067127,0.244,0.12,0.452,0.386,0.7292366541303532
29510106600,106600,854848,852063.7401728407,0.027118644067797,0.932203389830508,0.040677966101695,-0.010567487597169,17717,0.412429378531073,0.395480225988701,0.36045197740113,0.09077380952381,0.666666666666667,0.604166666666667,0.306,0.14,0.483,0.319,0.9967429767313495
29510106300,106300,1017130,336153.8952018544,0.009239516702203,0.963752665245203,0.027007818052594,-0.008867927264628,26103,0.257995735607676,0.252309879175551,0.341862117981521,0.010619469026549,0.39646017699115,0.541592920353982,0.228,0.127,0.441,0.347,0.3304925576886479
29510107200,107200,655395,0,0.00366568914956,0.982404692082111,0.013929618768328,-0.008817695900221,23242,0.373900293255132,0.373900293255132,0.293255131964809,0.058708414872798,0.448140900195695,0.530332681017613,0.283,0.137,0.479,0.349,0
29510106700,106700,1238491,561402.1589219198,6.4082024992e-4,0.981416212752323,0.017942966997757,-0.020221050825273,21597,0.470041653316245,0.451778276193528,0.327459147709068,0.050566037735849,0.388679245283019,0.573584905660377,0.242,0.127,0.463,0.383,0.45329530769454096
29510107400,107400,1085096,0,0.009671848013817,0.985146804835924,0.005181347150259,-0.018646861224836,24601,0.364075993091537,0.364075993091537,0.399309153713299,0.050505050505051,0.534231200897868,0.417508417508417,0.314,0.141,0.492,0.331,0
29510107500,107500,911762,0,0.011405109489051,0.978558394160584,0.010036496350365,-0.013997049117677,25662,0.285127737226277,0.282390510948905,0.261405109489051,0.048899755501222,0.266503667481663,0.30440097799511,0.241,0.126,0.448,0.412,0
29510107600,107600,1145923,0,0.02375061850569,0.9737753587333,0.002474022761009,-0.012668272418668,20988,0.303315190499753,0.300841167738743,0.234537357743691,0.067796610169492,0.35956416464891,0.427360774818402,0.242,0.127,0.458,0.362,0
29510111100,111100,1090869,1090867.3252412975,0.040344271113502,0.948359332974718,0.011296395911781,-0.01112678670509,30417,0.441097364174287,0.418504572350726,0.298009682625067,0.085714285714286,0.463157894736842,0.681203007518797,0.257,0.129,0.485,0.365,0.9999984647481022
29510111200,111200,1047465,1047462.9616676234,0.06423982869379,0.913276231263383,0.022483940042827,-0.005219110309029,21316,0.488222698072805,0.466809421841542,0.385438972162741,0.118343195266272,0.473372781065089,0.576923076923077,0.279,0.129,0.471,0.323,0.9999980540329494
29510111300,111300,951121,951121.6324156523,0.002965159377317,0.997034840622683,0,-0.008857660670709,21906,0.237212750185322,0.237212750185322,0.38472942920682,0.006570302233903,0.367936925098555,0.705650459921156,0.287,0.134,0.467,0.342,1.0000006649160855
29510111400,111400,911511,911510.710893102,0.008100147275405,0.969072164948454,0.022827687776141,-0.008617544726753,28458,0.355670103092784,0.329896907216495,0.387334315169367,0.034115138592751,0.488272921108742,0.588486140724947,0.246,0.131,0.457,0.358,0.9999996828267591
29510111500,111500,788344,788343.7013654779,0.001440922190202,0.975504322766571,0.023054755043228,-0.004465491985054,32786,0.400576368876081,0.399135446685879,0.321325648414986,0.019230769230769,0.396153846153846,0.484615384615385,0.267,0.13,0.473,0.348,0.9999996211875499
29510112200,112200,695233,581877.9572199136,0.083333333333333,0.916666666666667,0,-0.008939972885228,21053,0.371323529411765,0.365196078431373,0.362745098039216,0.033783783783784,0.423986486486487,0.597972972972973,0.234,0.126,0.445,0.414,0.8369538805262604
29510115400,115400,978835,256216.79341511428,0.60024154589372,0.255736714975845,0.144021739130435,0.008188435839281,33942,0.27475845410628,0.090277777777778,0.285628019323671,0.040587219343696,0.340241796200345,0.399827288428325,0.204,0.105,0.34,0.52,0.2617568777323188
29510115500,115500,1215464,1192674.9407365322,0.374806081290723,0.58144585789637,0.043748060812907,-0.008008706181575,22319,0.421656841452063,0.255352156376047,0.411728203537077,0.029423619508263,0.417170495767836,0.665054413542926,0.244,0.118,0.406,0.444,0.9812507328366222
29510115600,115600,1833609,1239969.426083463,0.450238936214419,0.46478287970081,0.08497818408477,2.46867753154e-4,20020,0.346353625597341,0.183461458549761,0.365468522750883,0.034566699123661,0.410905550146056,0.717624148003895,0.282,0.12,0.401,0.398,0.676245276982968
29510119200,119200,733653,732159.0474032015,0.406872509960159,0.537350597609562,0.055776892430279,-0.001463414014866,39107,0.208665338645418,0.145418326693227,0.175298804780877,0.079741379310345,0.238146551724138,0.523706896551724,0.148,0.102,0.338,0.612,0.9979636795640465
29510119300,119300,1179813,906677.3112985268,0.526648819664152,0.275006084205403,0.198345096130445,0.00753917649113,17979,0.274032611340959,0.053784375760526,0.098564127524945,0.012374323279196,0.160092807424594,0.959783449342614,0.206,0.115,0.262,0.488,0.7684923893011238
29510120200,120200,579429,579428.7438707948,0.10952380952381,0.848979591836735,0.041496598639456,-0.007128285909043,14435,0.540816326530612,0.497959183673469,0.523809523809524,0.058558558558559,0.506756756756757,0.711711711711712,0.294,0.134,0.46,0.289,0.999999557962744
29510114200,114200,1512784,5604.240164548159,0.835839864435501,0.084092353314976,0.080067782249523,0.024737160125892,50238,0.166278330862105,0.022452870154628,0.127515356915908,0.026994359387591,0.085012087026591,0.438356164383562,0.117,0.091,0.277,0.643,0.0037045871482962265
29510114300,114300,1366902,0,0.893258426966292,0.051917861294072,0.054823711739636,0.030200184420416,63964,0.061216582719876,0.024796590468811,0.038938395970554,0.009569377990431,0.042264752791069,0.228070175438596,0.092,0.085,0.254,0.711,0
29510115100,115100,1145336,3966.999598841765,0.812784294948528,0.113717979411061,0.073497725640412,0.020401480288554,29215,0.241321522623893,0.074694757002633,0.222647833373234,0.014404432132964,0.257617728531856,0.417728531855956,0.202,0.106,0.332,0.517,0.003463612074397177
29510110400,110400,885207,885210.9395918995,0.009443339960239,0.982107355864811,0.00844930417495,-0.012922195666775,19695,0.353876739562624,0.350894632206759,0.282306163021869,0.007329842931937,0.315183246073298,0.547643979057592,0.233,0.128,0.448,0.457,1.000004450475312
29510110500,110500,1246967,353228.37578510493,0.013487475915222,0.97495183044316,0.011560693641618,-0.006588446599523,17841,0.472061657032755,0.458574181117534,0.554913294797688,0.034042553191489,0.661702127659574,0.525531914893617,0.262,0.132,0.464,0.339,0.2832700270216493
29510110100,110100,993991,540543.6903779358,0.014645776566757,0.959468664850136,0.025885558583106,-0.018311639330592,25241,0.319482288828338,0.306539509536785,0.376362397820164,0.048264182895851,0.556308213378493,0.584250635055038,0.244,0.128,0.443,0.383,0.5438114534014249
29510110200,110200,777755,16.447855703532696,0,0.985971943887776,0.014028056112224,-0.013001083423619,20202,0.344689378757515,0.338677354709419,0.327154308617234,0.064327485380117,0.416374269005848,0.582456140350877,0.263,0.134,0.456,0.362,2.1147862377654526e-5
29510112300,112300,851908,845861.7403075434,0.013186813186813,0.960989010989011,0.025824175824176,-0.011387911015771,17484,0.495054945054945,0.487362637362637,0.368681318681319,0.078665077473182,0.525625744934446,0.735399284862932,0.247,0.131,0.459,0.369,0.9929026846884211
29510116100,116100,765176,0,0.550285906491759,0.279179280188362,0.170534813319879,0.005860127909787,38125,0.250924991590986,0.082744702320888,0.204507231752439,0.040136054421769,0.173469387755102,0.477551020408163,0.181,0.098,0.321,0.527,0
29510116200,116200,2348413,12489.552193606272,0.773959341723137,0.142303969022265,0.083736689254598,0.018289063157531,52642,0.104791868344627,0.036544046466602,0.059535333978703,0.020178320037541,0.090567808540591,0.498357578601596,0.108,0.09,0.28,0.639,0.005318294607297044
29510116400,116400,1003959,996377.1480983889,0.276380873866447,0.606347897774114,0.117271228359439,-0.010137655268851,22472,0.379843363561418,0.281533388293487,0.385408079142622,0.06974358974359,0.458461538461538,0.687692307692308,0.291,0.128,0.428,0.367,0.9924480462831539
29510107300,107300,1574577,232148.50442422554,0.012040280210158,0.970665499124343,0.017294220665499,-0.028910729209432,25622,0.305823117338003,0.299912434325744,0.396453590192644,0.049244543928372,0.456071628427532,0.412982652490207,0.258,0.13,0.47,0.365,0.14743547278045185
29510118400,118400,1448165,252212.28411781788,0.562837837837838,0.297972972972973,0.139189189189189,0.002862305112937,9963,0.194594594594595,0.125675675675676,0.152702702702703,0.023316062176166,0.567357512953368,0.974093264248705,0.229,0.125,0.307,0.433,0.1741599086553106
29510118600,118600,2737927,971247.9733969122,0.522613065326633,0.374623115577889,0.102763819095477,0.004571904023155,39211,0.183165829145729,0.085929648241206,0.117085427135678,0.00462962962963,0.107804232804233,0.69047619047619,0.169,0.105,0.299,0.54,0.35473844751774325
29510113500,113500,1797198,1246969.1009661257,0.977777777777778,0.014512471655329,0.007709750566893,0.014737361241897,43333,0.122448979591837,0.014512471655329,0.109750566893424,0.030201342281879,0.074664429530201,0.375,0.112,0.089,0.273,0.667,0.6938406903224495
29510117100,117100,1083049,230880.62561975233,0.718694362017804,0.228486646884273,0.052818991097923,0.005853141305237,40137,0.176854599406528,0.080118694362018,0.143620178041543,0.009813542688911,0.088321884200196,0.815505397448479,0.107,0.091,0.28,0.68,0.21317652813469412
29510115700,115700,958989,636328.3419941664,0.445872061235648,0.458447238928376,0.095680699835976,2.29973481017e-4,25988,0.458993985784582,0.228540185893931,0.399671951886277,0.053019145802651,0.348306332842415,0.739322533136966,0.287,0.123,0.411,0.387,0.663540814330682
29510121200,121200,857714,857714.7735599801,0.020059752454119,0.942381562099872,0.037558685446009,-0.014260703959761,13102,0.561673068715322,0.533504054630815,0.600512163892446,0.052455357142857,0.5546875,0.887276785714286,0.331,0.152,0.487,0.268,1.000000901885687
29510121100,121100,1098514,688142.9243976735,0.137931034482759,0.825248392752776,0.036820572764465,-0.007691692332443,16367,0.494447691408533,0.385739333722969,0.386323787258913,0.042299349240781,0.389370932754881,0.98590021691974,0.258,0.128,0.426,0.436,0.626430727690019
29510115200,115200,1348424,544786.1807357669,0.459050445103858,0.413353115727003,0.127596439169139,0.001523726830233,28322,0.367952522255193,0.190504451038576,0.411275964391691,0.073798239675017,0.375761679079215,0.698036560595802,0.246,0.11,0.373,0.403,0.40401697146874194
29510108200,108200,816932,0,0.02147872779843,0.954564229657166,0.023957042544403,-0.014906479029181,26422,0.238744320528707,0.225939694341181,0.321767864518794,0.018901890189019,0.3996399639964,0.485148514851485,0.218,0.125,0.45,0.464,0
29510108300,108300,748498,0,0.064421669106881,0.918984870668619,0.0165934602245,-0.011524322625956,33750,0.251830161054173,0.238164958516349,0.284529038555393,0.055288461538462,0.405048076923077,0.421875,0.217,0.125,0.438,0.395,0
29510112400,112400,938415,6150.052066840231,0.658761857214179,0.219420868696955,0.121817274088867,0.012490785363458,54167,0.143035446829755,0.042436345481777,0.060409385921118,0,0.020636285468616,0.699914015477214,0.095,0.084,0.229,0.688,0.006553659166616296
29510115300,115300,1654581,925.1274100542068,0.490032901103155,0.363266886007354,0.146700212889491,0.005155865071034,40041,0.241919876137023,0.109928391716663,0.24888716856977,0.009316770186335,0.231366459627329,0.410973084886128,0.234,0.109,0.346,0.453,5.591309280441434e-4
29510117200,117200,1267634,364933.12915802,0.525043511893251,0.412492748017792,0.062463740088958,0.004733509183686,54441,0.239605492167859,0.128215045445755,0.149487526590601,0.012668918918919,0.15836148648648599,0.481418918918919,0.144,0.104,0.335,0.586,0.28788524854809827
29510109700,109700,3545652,577528.7806082368,0.103697749196141,0.885048231511254,0.011254019292605,-0.012758084801037,18482,0.559485530546624,0.47548231511254,0.49879421221865,0.081930415263749,0.508417508417508,0.638608305274972,0.317,0.142,0.492,0.327,0.1628836616250655
29510106200,106200,1078872,697254.2262898535,0.00974930362117,0.972144846796657,0.018105849582173,-0.009125243365107,12479,0.635793871866295,0.614902506963788,0.592618384401114,0.191938579654511,0.474088291746641,0.637236084452975,0.334,0.143,0.488,0.298,0.646280769442393
29510109600,109600,2906394,0,0.02277294038848,0.962826523777629,0.014400535833891,-0.018521462276982,31019,0.254186202277294,0.24715338245144,0.325184192900201,0.055183946488294,0.350334448160535,0.495819397993311,0.222,0.124,0.441,0.41,0
29510118100,118100,1563757,604032.0020683818,0.356564019448947,0.620745542949757,0.022690437601297,-0.002009613502634,31994,0.30226904376013,0.266612641815235,0.303079416531605,0.07008547008547,0.271794871794872,0.646153846153846,0.186,0.111,0.381,0.471,0.38626973504731343
29510117400,117400,1146088,39100.18230819702,0.630204962243797,0.289967637540453,0.07982740021575,0.011374147684218,48715,0.131391585760518,0.043581445523193,0.167853290183387,0.011016524787181,0.130696044066099,0.547320981472208,0.129,0.096,0.312,0.636,0.03411621298556221
29510126700,126700,2246811,996079.6480801553,0.352941176470588,0.625745950554135,0.021312872975277,-0.00197848639985,18700,0.462915601023018,0.304347826086957,0.337595907928389,0.03125,0.525390625,0.595703125,0.254,0.13,0.45,0.332,0.44333041278512314
29510119102,119102,581750,282418.9053377509,0.602089268755935,0.199113643558088,0.198797087685977,0.009032310119207,40959,0.301044634377968,0.043368154479266,0.067742956631846,0.045427013930951,0.06480920654149,0.701393095093882,0.115,0.087,0.263,0.646,0.48546438390674845
29510126800,126800,2792747,1349587.4006211217,0.864592592592593,0.061925925925926,0.073481481481481,0.018851431186351,50603,0.084740740740741,0.005333333333333,0.050666666666667,0.011487650775416,0.063756461803561,0.344629523262493,0.128,0.092,0.287,0.642,0.4832472832738239
29510126900,126900,4336781,372006.17517502233,0.016638935108153,0.969574518659377,0.01378654623247,-0.026461510010535,26580,0.366056572379368,0.359400998336107,0.349655336344188,0.039901780233272,0.311847759361571,0.375076734192756,0.259,0.131,0.459,0.378,0.08577933153069577
29510127000,127000,10530448,0,0.160262891809909,0.835187057633974,0.004550050556117,-0.008715571740079,27500,0.17896865520728,0.162285136501517,0.169868554095046,0.006920415224913,0.321799307958477,0.652249134948097,0.31,0.121,0.389,0.351,0
29510127400,127400,3313716,1487229.6852960214,0.322674918342788,0.658758810383359,0.018566271273853,-0.012300820717137,34893,0.447997249441293,0.39040742650851,0.52501289324394,0.082924654480606,0.426660722246991,0.654034774855105,0.199,0.118,0.39,0.449,0.44881024363464506
29510123100,123100,1031109,812056.2696236186,0.304442627418915,0.669937312619242,0.025620059961842,-0.008493352368665,46883,0.173071681657127,0.143908421913328,0.168165712728264,0.005235602094241,0.232984293193717,0.515052356020942,0.151,0.106,0.355,0.571,0.7875561842866453
29510126600,126600,3250755,1924882.176714424,0.205638474295191,0.790215588723051,0.004145936981758,-0.013728674092029,22521,0.383084577114428,0.342730790491985,0.414593698175788,0.073150457190357,0.531172069825436,0.737323358270989,0.269,0.127,0.448,0.354,0.5921338817334508
29510114102,114102,1586580,0,0.967304997664643,0.030826716487623,0.001868285847735,0.027846792414023,56993,0.055347968239141,0.01401214385801,0.058617468472676,0.030746705710102,0.039043435822352,0.500732064421669,0.082,0.085,0.254,0.709,0
29510116302,116302,616467,8044.583298206329,0.21703197987783,0.362558390226374,0.420409629895796,-0.002477825938941,25445,0.339202299676608,0.116061803808839,0.419690980955803,0.007905138339921,0.374703557312253,0.78498023715415,0.292,0.117,0.386,0.39,0.01304949542831381
29510116301,116301,645676,0,0.71326362135388,0.193450742982939,0.093285635663181,0.01332760643867,60938,0.130985140341222,0.062190423775454,0.200605393505779,0.027739251040222,0.124133148404993,0.458391123439667,0.141,0.095,0.303,0.601,0
29510119101,119101,506383,490394.9123350587,0.534266236096161,0.355938284894151,0.109795479009688,0.003770683071645,37188,0.296734840330104,0.13383566559024,0.192680301399354,0.015384615384615,0.219373219373219,0.736752136752137,0.143,0.095,0.311,0.569,0.9684268870302887
29510114101,114101,949541,614.8282073661685,0.711864406779661,0.222892964940794,0.065242628279545,0.014916311027257,41597,0.121662410030183,0.044810773159972,0.128627815184583,0,0.144667832167832,0.634615384615385,0.153,0.097,0.311,0.594,6.475004316466256e-4
29510127100,127100,1741414,1741418.3243927315,0.041185334003014,0.95128076343546,0.007533902561527,-0.01194366941346,20106,0.433952787543948,0.413360120542441,0.421898543445505,0.013253012048193,0.519277108433735,0.712048192771084,0.289,0.139,0.488,0.328,1.0000024832651693
29510127200,127200,2019032,938719.5193129629,0.737704918032787,0.204340798891711,0.057954283075502,0.01630620872134,40502,0.143384899561302,0.024474717155391,0.120757330870469,0.018781493357765,0.080622995877233,0.532753092075126,0.134,0.092,0.286,0.637,0.46493543406591026
29510127300,127300,2140371,1791882.3720417023,0.346648426812586,0.613679890560875,0.039671682626539,-0.006032976039131,31719,0.308344733242134,0.205198358413133,0.239671682626539,0.004358655043587,0.24159402241594,0.62453300124533,0.17,0.11,0.365,0.538,0.8371830734212444
29510127500,127500,1779256,1010271.4977314478,0.170436187399031,0.826736672051696,0.002827140549273,-0.010597013089681,27071,0.317447495961228,0.30048465266559,0.250807754442649,0,0.266316579144786,0.909977494373593,0.201,0.115,0.393,0.429,0.5678055871282423
29510127600,127600,2970225,2443733.782794833,0.758539059857964,0.199526547176192,0.041934392965844,0.011654298388381,51195,0.139668583023334,0.070341562394319,0.099763273588096,0.009544008483563,0.092788971367975,0.709968186638388,0.115,0.087,0.278,0.668,0.8227436584079769
29510106400,106400,1106529,25942.27262943983,0.010826771653543,0.981299212598425,0.007874015748031,-0.013020307327353,20806,0.328740157480315,0.320866141732283,0.314468503937008,0.046666666666667,0.401111111111111,0.633333333333333,0.259,0.131,0.467,0.386,0.023444729084768523
29510125600,125600,2158590,0,0.455584872471416,0.467238346525945,0.077176781002639,3.28078362485e-4,54042,0.154133685136324,0.101802990325418,0.116534740545295,0,0.096867122794382,0.926899531868923,0.134,0.088,0.295,0.634,0
29510125700,125700,1306149,389354.8261850178,0.017529665587918,0.980312837108954,0.002157497303128,-0.023563006563344,11997,0.612729234088457,0.604908306364617,0.594120819848975,0.090551181102362,0.568241469816273,0.960629921259842,0.315,0.153,0.487,0.291,0.2980937291113172
29510123300,123300,917993,917993.9984085364,0.6625949158138,0.315945856718389,0.021459227467811,0.007593486955266,54766,0.132056784417299,0.083856058104985,0.153185869924067,0.003450655624569,0.122843340234645,0.602484472049689,0.126,0.094,0.298,0.643,1.0000010875992915
29510124100,124100,1053217,979471.7229674011,0.276607337450055,0.647293861242281,0.076098801307664,-0.012984829136,23077,0.403378132945877,0.255357791500182,0.485833636033418,0.074551569506726,0.516255605381166,0.701793721973094,0.298,0.128,0.441,0.348,0.9299809279259651
29510124200,124200,797492,797491.6037551463,0.267248662348634,0.606026471416502,0.126724866234863,-0.007636680963418,26838,0.4021402421853,0.317656998028724,0.359053787665446,0.025171624713959,0.420289855072464,0.661327231121281,0.273,0.121,0.41,0.401,0.9999995031362651
29510124300,124300,1168451,920684.7872084677,0.723452037215271,0.23227462303497,0.044273339749759,0.010852264768295,53464,0.185434712864934,0.051010587102984,0.145973692653192,0.029201817001947,0.125892277741726,0.425048669695003,0.138,0.094,0.31,0.592,0.7879532707905318
29510123200,123200,1113277,1113276.1213616878,0.665974241794765,0.284171167428334,0.049854590776901,0.006595831614131,55729,0.18030743664312401,0.12879102617366,0.192355629414209,0.039272727272727,0.195636363636364,0.630545454545455,0.117,0.094,0.309,0.631,0.9999992107639768
29510124600,124600,2151491,894690.1984196156,0.296629213483146,0.664044943820225,0.039325842696629,-0.004147656489607,15667,0.576404494382022,0.471348314606742,0.444943820224719,0.031428571428571,0.544285714285714,0.745714285714286,0.301,0.129,0.444,0.346,0.4158465912335286
29510125500,125500,1099392,0,0.610215053763441,0.295698924731183,0.094086021505376,0.006777857099499,57050,0.147177419354839,0.059139784946237,0.024529569892473,0.005842259006816,0.037487828627069,0.814021421616358,0.115,0.085,0.288,0.641,0
29510101800,101800,2528233,1886158.1727965847,0.630238555770471,0.326241134751773,0.043520309477756,0.006869598413166,38333,0.282398452611219,0.091553836234687,0.346550612508059,0.044925124792013,0.374376039933444,0.638103161397671,0.229,0.112,0.371,0.437,0.7460381115176429
29510102100,102100,1487343,34689.35021556169,0.79379956741168,0.127974044700793,0.078226387887527,0.012922489092257,45230,0.10310021629416,0.030281182408075,0.143475126171593,0.011734028683181,0.122555410691004,0.609517601043025,0.125,0.092,0.284,0.623,0.023323033231448083
29510102200,102200,2561590,31656.426613628864,0.962621521957761,0.009051290647,0.02832718739524,0.039462712984654,68537,0.04760308414348,5.02849480389e-4,0.022628226617499,0.015889114266396,0.030087897227857,0.265720081135903,0.09,0.085,0.257,0.715,0.01235811609727898
29510101100,101100,1197182,288968.6683894545,0.789578361177407,0.052903739061257,0.157517899761337,0.01288449163748,56506,0.112171837708831,0,0.099840891010342,0.030927835051546,0.123711340206186,0.155576382380506,0.132,0.091,0.283,0.624,0.24137405038620233
29510101200,101200,1073333,199940.05999708176,0.871445497630332,0.069016587677725,0.059537914691943,0.018859286890978,54828,0.125296208530806,0.003554502369668,0.160248815165877,0.050744248985115,0.125845737483085,0.228010825439783,0.117,0.087,0.276,0.661,0.186279616854305
29510101300,101300,1974056,125726.69327366352,0.839375629405841,0.135699899295065,0.024924471299094,0.019555733508832,54775,0.044813695871098,0.015609264853978,0.046576032225579,0.017353579175705,0.108459869848156,0.236984815618221,0.106,0.088,0.273,0.686,0.06368952718345555
29510101400,101400,859993,443190.60326614976,0.607524898561416,0.287347842124677,0.105127259313906,0.006273315418851,39671,0.221320545924013,0.070084839542604,0.120988565105127,0.030487804878049,0.208188153310105,0.360627177700348,0.164,0.101,0.34,0.583,0.5153421054196369
29510101500,101500,1665843,1641782.6586154997,0.499872999745999,0.440944881889764,0.059182118364237,0.002176815825228,28689,0.340868681737363,0.228092456184912,0.437134874269749,0.065381968341363,0.406744666207846,0.744666207845836,0.233,0.117,0.371,0.424,0.9855566572693223
29510102300,102300,1282333,0,0.87074494326591,0.022200296003947,0.107054760730143,0.011940457123569,54583,0.190429205722743,0.01677355698076,0.17513566847558,0.023648648648649,0.094594594594595,0.237612612612613,0.144,0.093,0.293,0.627,0
29510102400,102400,584695,0,0.923613803799922,0.06320279177976,0.013183404420318,0.015438928743614,38676,0.27181077937185,0.029468786351299,0.228383094222567,0.047703180212014,0.254416961130742,0.48321554770318,0.168,0.101,0.324,0.559,0
29510108100,108100,3214656,0,0.031483790523691,0.957917705735661,0.010598503740648,-0.019600690543333,30990,0.328865336658354,0.3285536159601,0.397755610972569,0.055454545454545,0.416363636363636,0.417272727272727,0.226,0.126,0.438,0.436,0
29510103100,103100,1188363,227155.36518968642,0.897965773329028,0.071682273167582,0.03035195350339,0.01781565196922,44771,0.109783661608008,0.023248304811108,0.058766548272522,0.014466546112116,0.081374321880651,0.458710066305003,0.107,0.088,0.275,0.687,0.19114981296934222
29510103400,103400,909286,0,0.94136460554371,0.033049040511727,0.025586353944563,0.011835084579363,58500,0.07089552238806,0.021321961620469,0.031449893390192,0,0.039237668161435,0.307174887892377,0.104,0.088,0.275,0.694,0
29510102500,102500,954053,4342.373752355576,0.848470363288719,0.044455066921606,0.107074569789675,0.011692693153903,45862,0.133365200764818,0.009560229445507,0.115200764818356,0.014822134387352,0.154150197628458,0.404150197628458,0.142,0.097,0.303,0.603,0.004551501596195993
